system_id,sent_date__c,content_name__c,journey_content__r_a_b_test__c,type__c,card_no__c,card_type__c,status__c,arrival_station__c,departure_station__c,pnr_number,utm_content__c,birthday_event_date
JH-0001598433,2021-10-19T06:49:09.000Z,[NFP]未完成購票 EDM-B - GA test only - rvsd5,B,EDM,NN0000000,PARA,Click,,,,,
JH-0001598434,2021-10-19T06:49:09.000Z,[NFP]未完成購票 EDM-B - GA test only - rvsd5,B,EDM,FZ0000000,EMER,Open,,,,,
JH-0001598435,2021-10-19T06:49:09.000Z,[NFP]未完成購票 EDM-B - GA test only - rvsd5,B,EDM,SG0000000,PARA,Click,,,,,
JH-0001598436,2021-10-19T06:49:09.000Z,[NFP]未完成購票 EDM-B - GA test only - rvsd5,B,EDM,AJ0000000,GOLD,Click,,,,,
JH-0001598430,2021-10-19T05:30:30.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WD1955226,DYNA,Delivered,,,,,
JH-0001598457,2021-10-19T15:50:32.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,CT1278652,GOLD,Delivered,,,,,
JH-0001598278,2021-10-01T15:35:13.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,WB7219506,DYNA,,,,,,
JH-0001598264,2021-10-01T08:38:27.000Z,[TRN] Travel Reminder-GA test-20211001,,EDM,AJ0000000,GOLD,Open,,,,,
JH-0001598265,2021-10-01T08:38:27.000Z,[TRN] Travel Reminder-GA test-20211001,,EDM,SG0000000,PARA,Open,,,,,
JH-0001598266,2021-10-01T08:38:27.000Z,[TRN] Travel Reminder-GA test-20211001,,EDM,AN0000000,DYNA,Open,,,,,
JH-0001598267,2021-10-01T08:38:27.000Z,[TRN] Travel Reminder-GA test-20211001,,EDM,FZ0000000,EMER,Open,,,,,
JH-0001598268,2021-10-01T08:38:27.000Z,[TRN] Travel Reminder-GA test-20211001,,EDM,AT0000000,GOLD,Open,,,,,
JH-0001598269,2021-10-01T08:38:27.000Z,[TRN] Travel Reminder-GA test-20211001,,EDM,AY0000000,GOLD,Open,,,,,
JH-0001598270,2021-10-01T08:38:27.000Z,[TRN] Travel Reminder-GA test-20211001,,EDM,CT0000000,EMER,Click,,,,,
JH-0001598271,2021-10-01T08:38:27.000Z,[TRN] Travel Reminder-GA test-20211001,,EDM,NN0000000,PARA,Open,,,,,
JH-0001598272,2021-10-01T08:38:27.000Z,[TRN] Travel Reminder-GA test-20211001,,EDM,CM0000000,EMER,Open,,,,,
JH-0001598273,2021-10-01T08:38:27.000Z,[TRN] Travel Reminder-GA test-20211001,,EDM,NK0000000,PARA,Open,,,,,
JH-0001598274,2021-10-01T08:38:27.000Z,[TRN] Travel Reminder-GA test-20211001,,EDM,AA0000000,DYNA,Open,,,,,
JH-0001598186,2021-10-01T00:52:28.000Z,HBD生日賀卡-GA Test EDM-A,A,EDM,AT0000000,GOLD,Open,,,,,
JH-0001598187,2021-10-01T00:52:28.000Z,HBD生日賀卡-GA Test EDM-A,A,EDM,AJ0000000,GOLD,Open,,,,,
JH-0001598188,2021-10-01T00:52:28.000Z,HBD生日賀卡-GA Test EDM-A,A,EDM,AY0000000,GOLD,Open,,,,,
JH-0001598189,2021-10-01T00:52:28.000Z,HBD生日賀卡-GA Test EDM-A,A,EDM,NN0000000,PARA,Click,,,,,
JH-0001598190,2021-10-01T00:52:28.000Z,HBD生日賀卡-GA Test EDM-A,A,EDM,NK0000000,PARA,Click,,,,,
JH-0001598191,2021-10-01T00:52:28.000Z,HBD生日賀卡-GA Test EDM-A,A,EDM,CT0000000,EMER,Open,,,,,
JH-0001598275,2021-10-01T11:50:41.000Z,ANC Chargeable Seat APP Push A(ZH),A,APP,WD0639360,GOLD,,,,,,
JH-0001598277,2021-10-01T15:35:12.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,CT0807840,DYNA,,,,,,
JH-0001598276,2021-10-01T15:35:12.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WA5870700,DYNA,Delivered,,,,,
JH-0001598279,2021-10-01T15:35:14.000Z,ANC Chargeable Seat APP Push A(ZH),A,APP,AS0241964,GOLD,Success,,,,,
JH-0001598182,2021-10-01T00:52:27.000Z,HBD生日賀卡-GA Test APP,,APP,SE0000000,PARA,Success,,,,,
JH-0001598183,2021-10-01T00:52:27.000Z,HBD生日賀卡-GA Test APP,,APP,SG0000000,PARA,,,,,,
JH-0001598184,2021-10-01T00:52:27.000Z,HBD生日賀卡-GA Test APP,,APP,AS0000000,DYNA,Success,,,,,
JH-0001598185,2021-10-01T00:52:27.000Z,HBD生日賀卡-GA Test APP,,APP,FZ0000000,EMER,Success,,,,,
JH-0001598208,2021-10-01T02:35:11.000Z,ANC Chargeable Seat APP Push A(ZH),A,APP,WA2902678,DYNA,Success,,,,,
JH-0001598285,2021-10-02T09:20:38.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WB3402077,DYNA,Delivered,,,,,
JH-0001598284,2021-10-02T08:16:29.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WE8718096,GOLD,Delivered,,,,,
JH-0001598469,2021-10-21T08:33:34.000Z,PPM中華航空會員權益展延-Email-20211021-B3,B,EDM,AJ0000000,GOLD,Sent,,,,,
JH-0001598470,2021-10-21T08:33:34.000Z,PPM中華航空會員權益展延-Email-20211021-B3,B,EDM,AA0000000,DYNA,Sent,,,,,
JH-0001598471,2021-10-21T08:33:34.000Z,PPM中華航空會員權益展延-Email-20211021-B3,B,EDM,CM0000000,EMER,Sent,,,,,
JH-0001598472,2021-10-21T08:33:34.000Z,PPM中華航空會員權益展延-Email-20211021-B3,B,EDM,AN0000000,DYNA,Sent,,,,,
JH-0001598488,2021-10-21T08:34:35.000Z,HBD生日賀卡-GA Test EDM-A,A,EDM,AN0000000,DYNA,Sent,,,,,
JH-0001598489,2021-10-21T08:34:35.000Z,HBD生日賀卡-GA Test EDM-A,A,EDM,CT0000000,EMER,Sent,,,,,
JH-0001598490,2021-10-21T08:34:35.000Z,HBD生日賀卡-GA Test EDM-A,A,EDM,AJ0000000,GOLD,Sent,,,,,
JH-0001598491,2021-10-21T08:34:35.000Z,HBD生日賀卡-GA Test EDM-A,A,EDM,AY0000000,GOLD,Sent,,,,,
JH-0001598492,2021-10-21T08:34:35.000Z,HBD生日賀卡-GA Test EDM-A,A,EDM,SE0000000,PARA,Sent,,,,,
JH-0001598287,2021-10-03T00:00:15.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WE3064634,DYNA,Delivered,,,,,
JH-0001598286,2021-10-03T00:00:15.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WD6283765,DYNA,Delivered,,,,,
JH-0001598463,2021-10-21T05:01:05.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,WA4515557,GOLD,Success,,,,,
JH-0001598464,2021-10-21T05:01:05.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,HS0352888,DYNA,Success,,,,,
JH-0001598465,2021-10-21T05:01:06.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,CT0922241,DYNA,Delivered,,,,,
JH-0001598295,2021-10-03T08:06:23.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,CK0651767,DYNA,Delivered,,,,,
JH-0001598462,2021-10-21T04:31:00.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WB3142980,DYNA,Delivered,,,,,
JH-0001598497,2021-10-21T16:11:00.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,WD4601643,DYNA,Delivered,,,,,
JH-0001598473,2021-10-21T08:33:36.000Z,PPM中華航空會員權益展延-Email-20211021-A3,A,EDM,SE0000000,PARA,Sent,,,,,
JH-0001598474,2021-10-21T08:33:36.000Z,PPM中華航空會員權益展延-Email-20211021-A3,A,EDM,AS0000000,DYNA,Sent,,,,,
JH-0001598475,2021-10-21T08:33:36.000Z,PPM中華航空會員權益展延-Email-20211021-A3,A,EDM,AY0000000,GOLD,Sent,,,,,
JH-0001598476,2021-10-21T08:33:36.000Z,PPM中華航空會員權益展延-Email-20211021-A3,A,EDM,CT0000000,EMER,Sent,,,,,
JH-0001598477,2021-10-21T08:33:36.000Z,PPM中華航空會員權益展延-Email-20211021-A3,A,EDM,NN0000000,PARA,Sent,,,,,
JH-0001598466,2021-10-21T07:41:17.000Z,ANC Chargeable Seat APP Push A(ZH),A,APP,CT5085167,GOLD,Success,,,,,
JH-0001598288,2021-10-03T03:00:51.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WE8695765,DYNA,Delivered,,,,,
JH-0001598296,2021-10-03T08:06:25.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WB2197743,DYNA,Delivered,,,,,
JH-0001598467,2021-10-21T08:15:25.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,WA1709458,DYNA,Delivered,,,,,
JH-0001598460,2021-10-21T02:05:29.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WA6448050,GOLD,Delivered,,,,,
JH-0001716831,2021-10-22T08:06:05.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,WD2430753,DYNA,Delivered,,,,,
JH-0001716832,2021-10-22T11:50:22.000Z,ANC Chargeable Seat APP Push A(ZH),A,APP,WA5260050,DYNA,Success,,,,,
JH-0001716833,2021-10-22T11:50:22.000Z,ANC Chargeable Seat APP Push A(ZH),A,APP,CK1891787,DYNA,,,,,,
JH-0001598300,2021-10-05T15:50:34.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,CK0710842,GOLD,Delivered,,,,,
JH-0001598311,2021-10-07T12:10:36.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,WF2262824,DYNA,,,,,,
JH-0001598309,2021-10-07T04:30:08.000Z,ANC Chargeable Seat APP Push A(ZH),A,APP,WA9301140,GOLD,Success,,,,,
JH-0001598304,2021-10-06T23:30:18.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,WD2286090,DYNA,Success,,,,,
JH-0001598325,2021-10-09T08:15:52.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,CT4750064,GOLD,Delivered,,,,,
JH-0001598328,2021-10-09T09:20:36.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WE8585752,GOLD,Delivered,,,,,
JH-0001598317,2021-10-09T03:40:13.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,WA5229404,DYNA,Delivered,,,,,
JH-0001598318,2021-10-09T03:40:14.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,CK4058910,GOLD,Success,,,,,
JH-0001829281,2021-10-26T03:14:35.000Z,[NFP]未完成購票 EDM-A - GA test only - rvsd5,A,EDM,AN0000000,DYNA,,,,,,
JH-0001829282,2021-10-26T03:14:35.000Z,[NFP]未完成購票 EDM-A - GA test only - rvsd5,A,EDM,AA0000000,DYNA,,,,,,
JH-0001829283,2021-10-26T03:14:35.000Z,[NFP]未完成購票 EDM-A - GA test only - rvsd5,A,EDM,CT0000000,EMER,,,,,,
JH-0001829284,2021-10-26T03:14:35.000Z,[NFP]未完成購票 EDM-A - GA test only - rvsd5,A,EDM,SG0000000,PARA,,,,,,
JH-0001829285,2021-10-26T03:14:35.000Z,[NFP]未完成購票 EDM-A - GA test only - rvsd5,A,EDM,FZ0000000,EMER,,,,,,
JH-0001829286,2021-10-26T03:14:35.000Z,[NFP]未完成購票 EDM-A - GA test only - rvsd5,A,EDM,AJ0000000,GOLD,,,,,,
JH-0001829287,2021-10-26T03:14:35.000Z,[NFP]未完成購票 EDM-A - GA test only - rvsd5,A,EDM,AY0000000,GOLD,,,,,,
JH-0001829288,2021-10-26T03:14:35.000Z,[NFP]未完成購票 EDM-A - GA test only - rvsd5,A,EDM,NN0000000,PARA,,,,,,
JH-0001829311,2021-10-27T03:25:44.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WF3638970,DYNA,Delivered,,,,,
JH-0001829312,2021-10-27T03:25:44.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WB8085835,GOLD,Delivered,,,,,
JH-0001598335,2021-10-10T05:56:26.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,WE6478863,GOLD,Delivered,,,,,
JH-0001598329,2021-10-09T23:50:17.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,WA7116614,DYNA,Delivered,,,,,
JH-0001829300,2021-10-26T03:33:17.000Z,[TRN]旅遊小叮嚀APP_ZH - 20210928 - GA test only,,APP,CA0000000,GOLD,,,,,,
JH-0001829301,2021-10-26T03:33:17.000Z,[TRN]旅遊小叮嚀APP_ZH - 20210928 - GA test only,,APP,SE0000000,PARA,Success,,,,,
JH-0001598334,2021-10-10T05:26:20.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WD9443092,DYNA,Delivered,,,,,
JH-0001598336,2021-10-11T03:40:20.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,WB6281166,DYNA,Success,,,,,
JH-0001829305,2021-10-26T23:21:04.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,CT1442722,DYNA,Delivered,,,,,
JH-0001829320,2021-10-28T02:05:26.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,CT5465272,DYNA,,,,,,
JH-0001829319,2021-10-27T23:53:19.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,WA0574784,GOLD,,,,,,
JH-0001829327,2021-10-28T07:06:21.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WA3489704,DYNA,Delivered,,,,,
JH-0001829328,2021-10-28T08:16:17.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WE9494842,DYNA,Delivered,,,,,
JH-0001598351,2021-10-14T07:10:28.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,AL0616566,DYNA,Delivered,,,,,
JH-0001829345,2021-10-31T04:50:29.000Z,ANC Chargeable Seat APP Push A(ZH),A,APP,WD9115176,DYNA,Success,,,,,
JH-0001598360,2021-10-15T08:05:39.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,WB0218878,GOLD,Success,,,,,
JH-0001598345,2021-10-14T04:22:27.000Z,PPM 中華航空會員權益展延-Email-20210928-B2,B,EDM,WF2629451,DYNA,,,,,,
JH-0001598350,2021-10-14T06:20:37.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,CT4915765,GOLD,Success,,,,,
JH-0001598359,2021-10-15T08:05:37.000Z,ANC Chargeable Seat APP Push A(ZH),A,APP,WE1202804,GOLD,Success,,,,,
JH-0001598347,2021-10-14T04:24:24.000Z,HBD生日賀卡-GA Test EDM-A,A,EDM,WF2629451,DYNA,,,,,,
JH-0001829339,2021-10-30T00:40:18.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,CA0184656,DYNA,Delivered,,,,,
JH-0001598346,2021-10-14T04:22:29.000Z,PPM 中華航空會員權益展延-Email-20210928-A2,A,EDM,WF3897167,DYNA,,,,,,
JH-0001829347,2021-10-31T08:35:24.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,WB9121522,DYNA,,,,,,
JH-0001716847,2021-10-24T06:35:29.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,CT0672546,DYNA,Delivered,,,,,
JH-0001716844,2021-10-24T06:05:23.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,WE1129915,DYNA,Success,,,,,
JH-0001716845,2021-10-24T06:05:23.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,WF2446481,DYNA,Success,,,,,
JH-0001716848,2021-10-24T15:50:20.000Z,ANC Chargeable Seat APP Push A(ZH),A,APP,WD9677867,DYNA,Success,,,,,
JH-0001716849,2021-10-24T15:50:22.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WD0483142,DYNA,Delivered,,,,,
JH-0001716850,2021-10-24T15:50:22.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,CT1776453,GOLD,Delivered,,,,,
JH-0001598339,2021-10-12T05:30:29.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,WB7390023,DYNA,Delivered,,,,,
JH-0001829349,2021-11-01T00:40:25.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WB8564973,GOLD,,,,,,
JH-0001829350,2021-11-01T00:40:33.000Z,ANC Chargeable Seat APP Push A(ZH),A,APP,WB5455372,DYNA,,,,,,
JH-0001829346,2021-10-31T04:50:31.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,CT2336826,DYNA,Delivered,,,,,
JH-0001829348,2021-10-31T15:50:55.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,WA4709316,DYNA,,,,,,
JH-0001598341,2021-10-12T16:45:20.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,WA0459415,DYNA,Success,,,,,
JH-0001716846,2021-10-24T06:05:25.000Z,ANC Chargeable Seat APP Push A(ZH),A,APP,WB9796871,GOLD,Success,,,,,
JH-0001829321,2021-10-28T02:10:32.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WB8563296,GOLD,,,,,,
JH-0001829351,2021-11-01T03:35:18.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WF3929703,DYNA,,,,,,
JH-0001598361,2021-10-15T15:35:37.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WB5530206,DYNA,Delivered,,,,,
JH-0001598362,2021-10-15T15:35:39.000Z,ANC Chargeable Seat APP Push A(ZH),A,APP,WA9504821,GOLD,Success,,,,,
JH-0001829315,2021-10-27T06:40:26.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,WB3361004,DYNA,,,,,,
JH-0001598340,2021-10-12T08:46:03.000Z,ANC Chargeable Seat APP Push A(ZH),A,APP,WA5556420,GOLD,Success,,,,,
JH-0001829338,2021-10-29T15:40:29.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,WA9046890,GOLD,,,,,,
JH-0001829335,2021-10-29T11:50:28.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,CT5509113,DYNA,Delivered,,,,,
JH-0001598352,2021-10-14T08:15:59.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,WF3793386,DYNA,,,,,,
JH-0001598368,2021-10-16T09:21:12.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,WD1079954,DYNA,Delivered,,,,,
JH-0001829337,2021-10-29T11:50:30.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,WA0939958,DYNA,Delivered,,,,,
JH-0001598366,2021-10-16T07:05:22.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,WF1744143,DYNA,Success,,,,,
JH-0001598367,2021-10-16T08:15:24.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,WA7173696,GOLD,Delivered,,,,,
JH-0001829336,2021-10-29T11:50:30.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,CT2774801,DYNA,Success,,,,,
JH-0001598473,2021-10-21T08:33:36.000Z,PPM中華航空會員權益展延-Email-20211021-A3,A,EDM,SE0000000,PARA,Sent,,,,,
JH-0001598474,2021-10-21T08:33:36.000Z,PPM中華航空會員權益展延-Email-20211021-A3,A,EDM,AS0000000,DYNA,Sent,,,,,
JH-0001598475,2021-10-21T08:33:36.000Z,PPM中華航空會員權益展延-Email-20211021-A3,A,EDM,AY0000000,GOLD,Sent,,,,,
JH-0001598476,2021-10-21T08:33:36.000Z,PPM中華航空會員權益展延-Email-20211021-A3,A,EDM,CT0000000,EMER,Sent,,,,,
JH-0001598477,2021-10-21T08:33:36.000Z,PPM中華航空會員權益展延-Email-20211021-A3,A,EDM,NN0000000,PARA,Sent,,,,,
JH-0001598466,2021-10-21T07:41:17.000Z,ANC Chargeable Seat APP Push A(ZH),A,APP,CT5085167,GOLD,Success,,,,,
JH-0001598288,2021-10-03T03:00:51.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WE8695765,DYNA,Delivered,,,,,
JH-0001598296,2021-10-03T08:06:25.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WB2197743,DYNA,Delivered,,,,,
JH-0001598467,2021-10-21T08:15:25.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,WA1709458,DYNA,Delivered,,,,,
JH-0001598460,2021-10-21T02:05:29.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WA6448050,GOLD,Delivered,,,,,
JH-0001716831,2021-10-22T08:06:05.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,WD2430753,DYNA,Delivered,,,,,
JH-0001716832,2021-10-22T11:50:22.000Z,ANC Chargeable Seat APP Push A(ZH),A,APP,WA5260050,DYNA,Success,,,,,
JH-0001716833,2021-10-22T11:50:22.000Z,ANC Chargeable Seat APP Push A(ZH),A,APP,CK1891787,DYNA,,,,,,
JH-0001598300,2021-10-05T15:50:34.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,CK0710842,GOLD,Delivered,,,,,
JH-0001598311,2021-10-07T12:10:36.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,WF2262824,DYNA,,,,,,
JH-0001598309,2021-10-07T04:30:08.000Z,ANC Chargeable Seat APP Push A(ZH),A,APP,WA9301140,GOLD,Success,,,,,
JH-0001598304,2021-10-06T23:30:18.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,WD2286090,DYNA,Success,,,,,
JH-0001598325,2021-10-09T08:15:52.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,CT4750064,GOLD,Delivered,,,,,
JH-0001598328,2021-10-09T09:20:36.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WE8585752,GOLD,Delivered,,,,,
JH-0001598317,2021-10-09T03:40:13.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,WA5229404,DYNA,Delivered,,,,,
JH-0001598318,2021-10-09T03:40:14.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,CK4058910,GOLD,Success,,,,,
JH-0001829281,2021-10-26T03:14:35.000Z,[NFP]未完成購票 EDM-A - GA test only - rvsd5,A,EDM,AN0000000,DYNA,,,,,,
JH-0001829282,2021-10-26T03:14:35.000Z,[NFP]未完成購票 EDM-A - GA test only - rvsd5,A,EDM,AA0000000,DYNA,,,,,,
JH-0001829283,2021-10-26T03:14:35.000Z,[NFP]未完成購票 EDM-A - GA test only - rvsd5,A,EDM,CT0000000,EMER,,,,,,
JH-0001829284,2021-10-26T03:14:35.000Z,[NFP]未完成購票 EDM-A - GA test only - rvsd5,A,EDM,SG0000000,PARA,,,,,,
JH-0001829285,2021-10-26T03:14:35.000Z,[NFP]未完成購票 EDM-A - GA test only - rvsd5,A,EDM,FZ0000000,EMER,,,,,,
JH-0001829286,2021-10-26T03:14:35.000Z,[NFP]未完成購票 EDM-A - GA test only - rvsd5,A,EDM,AJ0000000,GOLD,,,,,,
JH-0001829287,2021-10-26T03:14:35.000Z,[NFP]未完成購票 EDM-A - GA test only - rvsd5,A,EDM,AY0000000,GOLD,,,,,,
JH-0001829288,2021-10-26T03:14:35.000Z,[NFP]未完成購票 EDM-A - GA test only - rvsd5,A,EDM,NN0000000,PARA,,,,,,
JH-0001829311,2021-10-27T03:25:44.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WF3638970,DYNA,Delivered,,,,,
JH-0001829312,2021-10-27T03:25:44.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WB8085835,GOLD,Delivered,,,,,
JH-0001598335,2021-10-10T05:56:26.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,WE6478863,GOLD,Delivered,,,,,
JH-0001598329,2021-10-09T23:50:17.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,WA7116614,DYNA,Delivered,,,,,
JH-0001829300,2021-10-26T03:33:17.000Z,[TRN]旅遊小叮嚀APP_ZH - 20210928 - GA test only,,APP,CA0000000,GOLD,,,,,,
JH-0001829301,2021-10-26T03:33:17.000Z,[TRN]旅遊小叮嚀APP_ZH - 20210928 - GA test only,,APP,SE0000000,PARA,Success,,,,,
JH-0001374811,2021-09-14T15:08:14.000Z,GA TEST TRN,B,EDM,,,Click,,,,,
JH-0001374819,2021-09-14T15:13:56.000Z,GA TEST HBD SMS,,SMS,,,Delivered,,,,,
JH-0001374809,2021-09-14T15:07:19.000Z,GA TEST PPM,B,EDM,,,Open,,,,,
JH-0001598334,2021-10-10T05:26:20.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WD9443092,DYNA,Delivered,,,,,
JH-0001374808,2021-09-14T15:06:48.000Z,GA TEST PPM,B,EDM,,,Sent,,,,,
JH-0001374810,2021-09-14T15:07:19.000Z,GA TEST TRN,,APP,,,Success,,,,,
JH-0001374816,2021-09-14T15:11:06.000Z,GA TEST HBD APP,,APP,,,Open,,,,,
JH-0001374817,2021-09-14T15:13:12.000Z,GA TEST HBD APP,,APP,,,Success,,,,,
JH-0001374821,2021-09-14T15:14:30.000Z,GA TEST PPM APP,,APP,,,Fail,,,,,
JH-0001374814,2021-09-14T15:09:28.000Z,GA TEST HBD,A,EDM,,,Click,,,,,
JH-0001374818,2021-09-14T15:13:12.000Z,GA TEST PPM APP,,APP,,,Fail,,,,,
JH-0001374823,2021-09-14T15:15:22.000Z,GA TEST PPM SMS,,SMS,,,Delivered,,,,,
JH-0001598336,2021-10-11T03:40:20.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,WB6281166,DYNA,Success,,,,,
JH-0001829305,2021-10-26T23:21:04.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,CT1442722,DYNA,Delivered,,,,,
JH-0001829320,2021-10-28T02:05:26.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,CT5465272,DYNA,,,,,,
JH-0001829319,2021-10-27T23:53:19.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,WA0574784,GOLD,,,,,,
JH-0001829327,2021-10-28T07:06:21.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WA3489704,DYNA,Delivered,,,,,
JH-0001829328,2021-10-28T08:16:17.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WE9494842,DYNA,Delivered,,,,,
JH-0001598351,2021-10-14T07:10:28.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,AL0616566,DYNA,Delivered,,,,,
JH-0001598360,2021-10-15T08:05:39.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,WB0218878,GOLD,Success,,,,,
JH-0001598345,2021-10-14T04:22:27.000Z,PPM 中華航空會員權益展延-Email-20210928-B2,B,EDM,WF2629451,DYNA,,,,,,
JH-0001598350,2021-10-14T06:20:37.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,CT4915765,GOLD,Success,,,,,
JH-0001598359,2021-10-15T08:05:37.000Z,ANC Chargeable Seat APP Push A(ZH),A,APP,WE1202804,GOLD,Success,,,,,
JH-0001598347,2021-10-14T04:24:24.000Z,HBD生日賀卡-GA Test EDM-A,A,EDM,WF2629451,DYNA,,,,,,
JH-0001829339,2021-10-30T00:40:18.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,CA0184656,DYNA,,,,,,
JH-0001598346,2021-10-14T04:22:29.000Z,PPM 中華航空會員權益展延-Email-20210928-A2,A,EDM,WF3897167,DYNA,,,,,,
JH-0001716847,2021-10-24T06:35:29.000Z,ANC Chargeable Seat SMS A(ZH),A,SMS,CT0672546,DYNA,Delivered,,,,,
JH-0001716844,2021-10-24T06:05:23.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,WE1129915,DYNA,Success,,,,,
JH-0001716845,2021-10-24T06:05:23.000Z,ANC Chargeable Seat APP Push B(ZH),B,APP,WF2446481,DYNA,Success,,,,,
JH-0001716848,2021-10-24T15:50:20.000Z,ANC Chargeable Seat APP Push A(ZH),A,APP,WD9677867,DYNA,Success,,,,,
JH-0001716849,2021-10-24T15:50:22.000Z,ANC Chargeable Seat SMS B(ZH),B,SMS,WD0483142,DYNA,Delivered,,,,,
